Date,STI
04/02/2025,3823.01
03/02/2025,3826.47
31/01/2025,3855.82
29/01/2025,3801.07
28/01/2025,3801.07
27/01/2025,3796.71
24/01/2025,3804.26
23/01/2025,3806.57
22/01/2025,3781.21
21/01/2025,3795.37
20/01/2025,3807.97
17/01/2025,3810.78
16/01/2025,3801.13
15/01/2025,3772.58
14/01/2025,3788.77
13/01/2025,3791.7
10/01/2025,3801.56
09/01/2025,3862.6
08/01/2025,3886.98
07/01/2025,3828.17
06/01/2025,3821.84
03/01/2025,3801.83
02/01/2025,3800.81
01/01/2025,3787.6
31/12/2024,3787.6
30/12/2024,3795.73
27/12/2024,3771.63
26/12/2024,3761.45
25/12/2024,3769.55
24/12/2024,3769.55
23/12/2024,3752.33
20/12/2024,3719.93
19/12/2024,3762.88
18/12/2024,3779.62
17/12/2024,3799.93
16/12/2024,3821.03
13/12/2024,3810.35
12/12/2024,3809.27
11/12/2024,3792.82
10/12/2024,3813.55
09/12/2024,3794.92
06/12/2024,3796.16
05/12/2024,3822.68
04/12/2024,3799.94
03/12/2024,3786.13
02/12/2024,3751.35
29/11/2024,3739.29
28/11/2024,3737.25
27/11/2024,3708.09
26/11/2024,3712.39
25/11/2024,3731.39
22/11/2024,3746.02
21/11/2024,3739.22
20/11/2024,3743.64
19/11/2024,3757.97
18/11/2024,3732.55
15/11/2024,3744.7
14/11/2024,3738.16
13/11/2024,3720.34
12/11/2024,3711.48
11/11/2024,3739.47
08/11/2024,3724.37
07/11/2024,3673.49
06/11/2024,3602.99
05/11/2024,3581.61
04/11/2024,3572.04
01/11/2024,3555.43
31/10/2024,3558.88
30/10/2024,3558.88
29/10/2024,3590.36
28/10/2024,3584.08
25/10/2024,3593.41
24/10/2024,3604.95
23/10/2024,3600.78
22/10/2024,3587.41
21/10/2024,3614.58
18/10/2024,3640.19
17/10/2024,3625.25
16/10/2024,3590.62
15/10/2024,3595.47
14/10/2024,3595.91
11/10/2024,3573.76
10/10/2024,3585.29
09/10/2024,3595.66
08/10/2024,3575.69
07/10/2024,3599.19
04/10/2024,3589.13
03/10/2024,3577.43
02/10/2024,3584.67
01/10/2024,3580.96
30/09/2024,3585.29
27/09/2024,3573.36
26/09/2024,3582.23
25/09/2024,3583.27
24/09/2024,3622.74
23/09/2024,3638.54
20/09/2024,3624.76
19/09/2024,3633.18
18/09/2024,3592.42
17/09/2024,3593.42
16/09/2024,3570.43
13/09/2024,3562.65
12/09/2024,3556.53
11/09/2024,3531.17
10/09/2024,3512.67
09/09/2024,3496.53
06/09/2024,3454.47
05/09/2024,3458.66
04/09/2024,3441.38
03/09/2024,3480.34
02/09/2024,3463.08
30/08/2024,3442.93
29/08/2024,3404.47
28/08/2024,3391.03
27/08/2024,3398.47
26/08/2024,3396.03
23/08/2024,3387.99
22/08/2024,3373.58
21/08/2024,3373.76
20/08/2024,3370.31
19/08/2024,3355.56
16/08/2024,3352.89
15/08/2024,3315.73
14/08/2024,3286.28
13/08/2024,3258.57
12/08/2024,3235.38
08/08/2024,3261.83
07/08/2024,3249.72
06/08/2024,3198.44
05/08/2024,3243.67
02/08/2024,3381.45
01/08/2024,3419.84
31/07/2024,3455.94
30/07/2024,3441.77
29/07/2024,3444.18
26/07/2024,3426.47
25/07/2024,3430.45
24/07/2024,3460.82
23/07/2024,3461.16
22/07/2024,3437.26
19/07/2024,3447.56
18/07/2024,3471.16
17/07/2024,3489.57
16/07/2024,3487.91
15/07/2024,3499.89
12/07/2024,3497.78
11/07/2024,3475.06
10/07/2024,3459.93
09/07/2024,3426.09
08/07/2024,3404.47
05/07/2024,3410.81
04/07/2024,3439.88
03/07/2024,3415.51
02/07/2024,3367.9
01/07/2024,3338.57
28/06/2024,3332.8
27/06/2024,3343.35
26/06/2024,3331.7
25/06/2024,3326.28
24/06/2024,3314.14
21/06/2024,3306.02
20/06/2024,3300
19/06/2024,3304
18/06/2024,3301.78
14/06/2024,3297.55
13/06/2024,3324.53
12/06/2024,3307.44
11/06/2024,3309.21
10/06/2024,3322.08
07/06/2024,3330.77
06/06/2024,3330.81
05/06/2024,3330.01
04/06/2024,3338.94
03/06/2024,3348.87
31/05/2024,3336.59
30/05/2024,3323.38
29/05/2024,3323.2
28/05/2024,3330.09
27/05/2024,3318.45
24/05/2024,3316.56
23/05/2024,3322.62
21/05/2024,3307.9
20/05/2024,3314.05
17/05/2024,3313.48
16/05/2024,3304.99
15/05/2024,3289.42
14/05/2024,3313.35
13/05/2024,3303.66
10/05/2024,3290.7
09/05/2024,3265.95
08/05/2024,3264.53
07/05/2024,3300.04
06/05/2024,3303.19
03/05/2024,3292.93
02/05/2024,3296.89
30/04/2024,3292.69
29/04/2024,3282.05
26/04/2024,3280.1
25/04/2024,3287.75
24/04/2024,3293.13
23/04/2024,3272.72
22/04/2024,3225.17
19/04/2024,3176.51
18/04/2024,3187.66
17/04/2024,3154.69
16/04/2024,3144.76
15/04/2024,3183.61
12/04/2024,3216.91
11/04/2024,3227.61
09/04/2024,3237.52
08/04/2024,3215.99
05/04/2024,3218.26
04/04/2024,3235.01
03/04/2024,3222.66
02/04/2024,3247.72
01/04/2024,3234.89
29/03/2024,3224.01
28/03/2024,3224.01
27/03/2024,3251.71
26/03/2024,3233.33
25/03/2024,3198.1
22/03/2024,3217.97
21/03/2024,3220.37
20/03/2024,3177.48
19/03/2024,3173.55
18/03/2024,3171.93
15/03/2024,3172.96
14/03/2024,3186.4
13/03/2024,3160.72
12/03/2024,3141.47
11/03/2024,3138.42
08/03/2024,3147.09
07/03/2024,3133.78
06/03/2024,3136.14
05/03/2024,3107.1
04/03/2024,3122.21
01/03/2024,3135.76
29/02/2024,3141.85
28/02/2024,3138.93
27/02/2024,3157.32
26/02/2024,3171.12
23/02/2024,3184.91
22/02/2024,3222.94
21/02/2024,3217.11
20/02/2024,3244.06
19/02/2024,3225.91
16/02/2024,3221.94
15/02/2024,3176.69
14/02/2024,3139.07
13/02/2024,3141.87
09/02/2024,3138.3
08/02/2024,3142.91
07/02/2024,3156.15
06/02/2024,3125.68
05/02/2024,3134.29
02/02/2024,3179.77
01/02/2024,3143.06
31/01/2024,3153.01
30/01/2024,3150.04
29/01/2024,3140.31
26/01/2024,3159.53
25/01/2024,3147.64
24/01/2024,3153.33
23/01/2024,3135.25
22/01/2024,3149.12
19/01/2024,3152.29
18/01/2024,3139.78
17/01/2024,3142.22
16/01/2024,3184.99
15/01/2024,3199.42
12/01/2024,3191.72
11/01/2024,3201.41
10/01/2024,3179.96
09/01/2024,3197.96
08/01/2024,3187.02
05/01/2024,3184.3
04/01/2024,3174.01
03/01/2024,3199.44
02/01/2024,3229.95
29/12/2023,3240.27
28/12/2023,3214.4
27/12/2023,3170.76
26/12/2023,3139.98
22/12/2023,3140.32
21/12/2023,3112.5
20/12/2023,3108.03
19/12/2023,3116.62
18/12/2023,3113.23
15/12/2023,3116.51
14/12/2023,3122.95
13/12/2023,3104.26
12/12/2023,3102.31
11/12/2023,3090.2
08/12/2023,3110.73
07/12/2023,3074.26
06/12/2023,3087.24
05/12/2023,3077.16
04/12/2023,3084.08
01/12/2023,3090.31
30/11/2023,3072.99
29/11/2023,3084.7
28/11/2023,3065.94
27/11/2023,3086.42
24/11/2023,3094.81
23/11/2023,3111.75
22/11/2023,3114.92
21/11/2023,3096.34
20/11/2023,3111.58
17/11/2023,3124.67
16/11/2023,3133.05
15/11/2023,3132.12
14/11/2023,3104.66
10/11/2023,3106.68
09/11/2023,3135.32
08/11/2023,3129.72
07/11/2023,3173.81
06/11/2023,3180.53
03/11/2023,3143.66
02/11/2023,3082.49
01/11/2023,3076.77
31/10/2023,3067.74
30/10/2023,3064.29
27/10/2023,3061.85
26/10/2023,3071.31
25/10/2023,3078.78
24/10/2023,3083.88
23/10/2023,3053.36
20/10/2023,3076.69
19/10/2023,3099.6
18/10/2023,3136.62
17/10/2023,3171.83
16/10/2023,3163.89
13/10/2023,3185.79
12/10/2023,3218.69
11/10/2023,3192.87
10/10/2023,3199.07
09/10/2023,3166.51
06/10/2023,3174.39
05/10/2023,3155.1
04/10/2023,3147.39
03/10/2023,3192.35
02/10/2023,3208.86
29/09/2023,3217.41
28/09/2023,3206.99
27/09/2023,3200.03
26/09/2023,3215.07
25/09/2023,3215.4
22/09/2023,3204.82
21/09/2023,3202.81
20/09/2023,3242
19/09/2023,3240.75
18/09/2023,3263.39
15/09/2023,3280.69
14/09/2023,3249.51
13/09/2023,3218.93
12/09/2023,3214.46
11/09/2023,3218.28
08/09/2023,3207.75
07/09/2023,3226.59
06/09/2023,3222.88
05/09/2023,3226.83
04/09/2023,3238.97
31/08/2023,3233.3
30/08/2023,3220.22
29/08/2023,3223.09
28/08/2023,3213.68
25/08/2023,3189.88
24/08/2023,3180.72
23/08/2023,3174.18
22/08/2023,3159.88
21/08/2023,3154.03
18/08/2023,3173.93
17/08/2023,3196.75
16/08/2023,3213.58
15/08/2023,3232.74
14/08/2023,3247.7
11/08/2023,3294.28
10/08/2023,3322.93
08/08/2023,3313.79
07/08/2023,3309.87
04/08/2023,3292.39
03/08/2023,3304.06
02/08/2023,3325.02
01/08/2023,3373.79
31/07/2023,3373.98
28/07/2023,3371.17
27/07/2023,3337.42
26/07/2023,3304.96
25/07/2023,3286.16
24/07/2023,3265.14
21/07/2023,3278.3
20/07/2023,3274.38
19/07/2023,3275.24
18/07/2023,3254.26
17/07/2023,3254.43
14/07/2023,3248.63
13/07/2023,3238.46
12/07/2023,3175.36
11/07/2023,3163.84
10/07/2023,3149.32
07/07/2023,3139.47
06/07/2023,3150.43
05/07/2023,3185.38
04/07/2023,3203.77
03/07/2023,3207.1
30/06/2023,3205.91
28/06/2023,3207.28
27/06/2023,3205.35
26/06/2023,3189.68
23/06/2023,3191.6
22/06/2023,3222.43
21/06/2023,3223.66
20/06/2023,3220.23
19/06/2023,3241.17
16/06/2023,3260.03
15/06/2023,3242.85
14/06/2023,3218.14
13/06/2023,3189.4
12/06/2023,3196.07
09/06/2023,3186.97
08/06/2023,3186.61
07/06/2023,3179.58
06/06/2023,3190.11
05/06/2023,3189.01
01/06/2023,3166.3
31/05/2023,3158.8
30/05/2023,3187.56
29/05/2023,3195.22
26/05/2023,3207.39
25/05/2023,3207.72
24/05/2023,3214.21
23/05/2023,3218.08
22/05/2023,3211.09
19/05/2023,3202.59
18/05/2023,3182.55
17/05/2023,3173.84
16/05/2023,3214.04
15/05/2023,3214.72
12/05/2023,3208.55
11/05/2023,3229.55
10/05/2023,3242.29
09/05/2023,3242.95
08/05/2023,3257.66
05/05/2023,3266.63
04/05/2023,3269.18
03/05/2023,3262.01
02/05/2023,3281.99
28/04/2023,3270.51
27/04/2023,3282.03
26/04/2023,3293.91
25/04/2023,3296.56
24/04/2023,3324.55
21/04/2023,3321.82
20/04/2023,3313.41
19/04/2023,3324.05
18/04/2023,3309.56
17/04/2023,3319.26
14/04/2023,3302.66
13/04/2023,3294.54
12/04/2023,3286.12
11/04/2023,3297.83
10/04/2023,3294.43
06/04/2023,3300.48
05/04/2023,3318.87
04/04/2023,3311.12
03/04/2023,3281.08
31/03/2023,3258.9
30/03/2023,3257.18
29/03/2023,3262.54
28/03/2023,3255.54
27/03/2023,3239.03
24/03/2023,3212.64
23/03/2023,3219
22/03/2023,3220.98
21/03/2023,3173.93
20/03/2023,3139.76
17/03/2023,3183.28
16/03/2023,3155.54
15/03/2023,3172.92
14/03/2023,3129.75
13/03/2023,3132.37
10/03/2023,3177.43
09/03/2023,3214.51
08/03/2023,3226.86
07/03/2023,3245.27
06/03/2023,3239.31
03/03/2023,3232.02
02/03/2023,3234.9
01/03/2023,3255.08
28/02/2023,3262.63
27/02/2023,3263.24
24/02/2023,3282.3
23/02/2023,3264.93
22/02/2023,3300.04
21/02/2023,3306.86
20/02/2023,3308.75
17/02/2023,3328.37
16/02/2023,3311.23
15/02/2023,3280.82
14/02/2023,3318.2
13/02/2023,3324.7
10/02/2023,3360.69
09/02/2023,3359.48
08/02/2023,3388.52
07/02/2023,3380.84
06/02/2023,3385.93
03/02/2023,3384.29
02/02/2023,3363.68
01/02/2023,3377.65
31/01/2023,3365.67
30/01/2023,3378.29
27/01/2023,3394.21
26/01/2023,3377.19
25/01/2023,3352.77
20/01/2023,3293.71
19/01/2023,3276.18
18/01/2023,3289.55
17/01/2023,3280.51
16/01/2023,3283.6
13/01/2023,3293.75
12/01/2023,3267.78
11/01/2023,3271.51
10/01/2023,3262.91
09/01/2023,3305.67
06/01/2023,3276.72
05/01/2023,3292.66
04/01/2023,3242.46
03/01/2023,3245.8
30/12/2022,3251.32
29/12/2022,3249.24
28/12/2022,3266.97
27/12/2022,3266.38
23/12/2022,3257.7
22/12/2022,3269.53
21/12/2022,3256.19
20/12/2022,3253.97
19/12/2022,3256.61
16/12/2022,3240.81
15/12/2022,3273.75
14/12/2022,3278.57
13/12/2022,3271.28
12/12/2022,3239.66
09/12/2022,3245.97
08/12/2022,3236.08
07/12/2022,3225.45
06/12/2022,3252.37
05/12/2022,3267.54
02/12/2022,3259.14
01/12/2022,3292.73
30/11/2022,3290.49
29/11/2022,3276.36
28/11/2022,3240.06
25/11/2022,3244.55
24/11/2022,3252.88
23/11/2022,3255.99
22/11/2022,3259.56
21/11/2022,3250.62
18/11/2022,3272.23
17/11/2022,3286.04
16/11/2022,3266.17
15/11/2022,3275.28
14/11/2022,3260.8
11/11/2022,3228.33
10/11/2022,3173.18
09/11/2022,3165.5
08/11/2022,3145.83
07/11/2022,3141.31
04/11/2022,3130.11
03/11/2022,3102.51
02/11/2022,3141.13
01/11/2022,3130.5
31/10/2022,3093.11
28/10/2022,3059.19
27/10/2022,3015.24
26/10/2022,3008.38
25/10/2022,2984.15
21/10/2022,2969.95
20/10/2022,3022.7
19/10/2022,3022.8
18/10/2022,3025.88
17/10/2022,3015.75
14/10/2022,3039.61
13/10/2022,3040.45
12/10/2022,3083.19
11/10/2022,3105
10/10/2022,3107.47
07/10/2022,3145.81
06/10/2022,3151.56
05/10/2022,3153.23
04/10/2022,3138.9
03/10/2022,3107.09
30/09/2022,3130.24
29/09/2022,3115.08
28/09/2022,3116.31
27/09/2022,3165.5
26/09/2022,3181.97
23/09/2022,3227.1
22/09/2022,3263.07
21/09/2022,3261.79
20/09/2022,3266.94
19/09/2022,3256.31
16/09/2022,3268.29
15/09/2022,3267.98
14/09/2022,3258.02
13/09/2022,3290.08
12/09/2022,3274.72
09/09/2022,3262.95
08/09/2022,3233.61
07/09/2022,3210.83
06/09/2022,3224.18
05/09/2022,3215.48
02/09/2022,3205.69
01/09/2022,3224.08
31/08/2022,3221.67
30/08/2022,3239.33
29/08/2022,3222.26
26/08/2022,3249.53
25/08/2022,3247.8
24/08/2022,3233.48
23/08/2022,3246.21
22/08/2022,3262.57
19/08/2022,3246.51
18/08/2022,3273.48
17/08/2022,3262.76
16/08/2022,3253.79
15/08/2022,3256.82
12/08/2022,3269.27
11/08/2022,3301.96
10/08/2022,3286.33
08/08/2022,3270.98
05/08/2022,3282.88
04/08/2022,3269.86
03/08/2022,3252.06
02/08/2022,3239.15
01/08/2022,3238.75
29/07/2022,3211.56
28/07/2022,3220.65
27/07/2022,3205.14
26/07/2022,3192.12
25/07/2022,3180.47
22/07/2022,3181.34
21/07/2022,3152.3
20/07/2022,3170.29
19/07/2022,3117.79
18/07/2022,3121.76
15/07/2022,3099.15
14/07/2022,3090.63
13/07/2022,3128.69
12/07/2022,3145.77
08/07/2022,3131.26
07/07/2022,3129.4
06/07/2022,3103.66
05/07/2022,3104.11
04/07/2022,3120.24
01/07/2022,3095.59
30/06/2022,3102.21
29/06/2022,3134.87
28/06/2022,3140.21
27/06/2022,3137.54
24/06/2022,3111.65
23/06/2022,3092.8
22/06/2022,3093.31
21/06/2022,3117.48
20/06/2022,3096.4
17/06/2022,3098.09
16/06/2022,3097.43
15/06/2022,3105.85
14/06/2022,3108.89
13/06/2022,3139.35
10/06/2022,3181.73
09/06/2022,3209.62
08/06/2022,3225.8
07/06/2022,3231.54
06/06/2022,3226.63
03/06/2022,3231.97
02/06/2022,3226.72
01/06/2022,3244
31/05/2022,3232.49
30/05/2022,3238.92
27/05/2022,3230.55
26/05/2022,3209.18
25/05/2022,3179.58
24/05/2022,3195.04
23/05/2022,3213.65
20/05/2022,3240.58
19/05/2022,3190.71
18/05/2022,3225.35
17/05/2022,3201.89
13/05/2022,3191.16
12/05/2022,3165.18
11/05/2022,3226.07
10/05/2022,3234.19
09/05/2022,3275.07
06/05/2022,3291.89
05/05/2022,3343.57
04/05/2022,3349.27
29/04/2022,3356.9
28/04/2022,3335.09
27/04/2022,3320.67
26/04/2022,3322.05
25/04/2022,3339.59
22/04/2022,3361.11
21/04/2022,3348.46
20/04/2022,3335.32
19/04/2022,3307.13
18/04/2022,3303.07
14/04/2022,3335.85
13/04/2022,3342.22
12/04/2022,3330.25
11/04/2022,3363.56
08/04/2022,3383.28
07/04/2022,3404.23
06/04/2022,3422.95
05/04/2022,3445.01
04/04/2022,3416.97
01/04/2022,3419.11
31/03/2022,3408.52
30/03/2022,3442.61
29/03/2022,3433.9
28/03/2022,3431.99
25/03/2022,3413.69
24/03/2022,3399.7
23/03/2022,3364.26
22/03/2022,3350.17
21/03/2022,3355.51
18/03/2022,3330.63
17/03/2022,3322.71
16/03/2022,3290.9
15/03/2022,3236.04
14/03/2022,3232.03
11/03/2022,3249.66
10/03/2022,3240.73
09/03/2022,3195.38
08/03/2022,3148.86
07/03/2022,3187.82
04/03/2022,3226.78
03/03/2022,3253.65
02/03/2022,3244.4
01/03/2022,3278.63
28/02/2022,3242.24
25/02/2022,3294.47
24/02/2022,3276.06
23/02/2022,3393
